dim0,dim1,scale,episode_rewards,episode_std_rewards,episode_value_ests,episode_values,episode_td_err,episode_avg_len,episode_std_avg_len,step_rewards,step_value_ests,step_values,step_td_err,dim0,dim1
-0.7333333333333333,-0.4,15,-59.53498412496323,0.36356250154175956,48.08132981414321,-17.927798186881944,74.66696223484487,63.092744479495266,111.12196206011342,-0.9436106261681438,45.72301412525785,-30.558116765096283,37.16120766851099,-11.0,-6.0
0.3333333333333333,0.3333333333333333,15,-1.262564744049449,0.17430092505234443,46.39823694859192,-1.287933966218697,123.29846646256095,43.3017969257415,17.50351645668154,-0.02915732911072093,48.99151106068222,-0.8818817577868767,111.33032948445947,5.0,5.0
-0.5333333333333333,-0.8,15,-97.45133652581617,0.24550230808349355,49.34337406719437,-31.601572207699185,30.94169440015271,92.76808905380334,52.01485821568685,-1.0504833884127618,48.940586567945736,-36.07526027400062,21.74457706000478,-8.0,-12.0
0.7333333333333333,-0.9333333333333333,15,-19.46063684881907,0.15746065516374283,31.933462129,-9.63881976020207,77.0007048804909,17.893540883879048,0.5760560290120295,-1.0875788629600907,31.922917005156506,-9.629579692130855,76.98082277006658,11.0,-14.0
-0.5333333333333333,-0.06666666666666667,15,-17.613959472578472,0.20030511600823225,44.35015605585767,-5.964250755331146,93.16185934928556,22.240853997553653,7.7600532588905775,-0.791964169834301,44.7106040757597,-6.420709944279001,87.98982196455955,-8.0,-1.0
-0.4666666666666667,-0.8666666666666667,15,-115.4064293218092,0.17862996947401968,52.38375793055925,-37.10932793177289,23.91678768140177,110.84875346260388,48.25728432201604,-1.0411161670008577,52.6372129051051,-40.406816943753306,19.289701631453184,-7.0,-13.0
0.8,0.4,15,-11.938154409758498,0.24206794324460115,13.595261871968164,-6.514576103122127,180.48573157649523,36.0059405940594,16.38152679559774,-0.33156068728636867,15.636126402178352,-6.2192842077189,167.3225398363647,12.0,6.0
0.5333333333333333,1.0,15,-12.997771846392697,0.2834804098958115,-18.218996438785183,-7.505910944615719,392.1651964661565,15.658341814765521,2.5102468104808384,-0.8300860972479246,-18.4286785702299,-7.483015669623539,384.21788918913285,8.0,15.0
-0.4,-0.5333333333333333,15,-82.51013379864682,0.12374302870586396,54.43761382361415,-25.292209791520193,18.944822780378427,136.53242320819112,56.583121435013,-0.6043262974453434,54.7516506893112,-26.862976412263365,16.009996263602627,-6.0,-8.0
0.9333333333333333,-0.2,15,-5.898381269127253,0.18340869306937452,19.434639047949656,-3.6272827547034856,43.266839771155574,20.945229867001782,4.997521170234424,-0.28160976540151866,18.86209321354677,-3.465588411848787,42.71721006320688,14.0,-3.0
0.4666666666666667,0.13333333333333333,15,8.70186512912896,0.22824434532182775,51.64597997844946,3.4681554329700224,75.64793924886837,84.20707070707071,51.35685920149458,0.10333888895624867,52.537512530456844,5.8078561874090155,62.266121292329146,7.0,2.0
-0.5333333333333333,0.8666666666666667,15,-12.515353821420973,0.18945696122207228,8.803309624292613,-6.1254995213344,291.4278767989058,15.11357110473024,1.004083495296812,-0.8280871366995404,8.769216972156821,-6.129297871453242,290.2790670877018,-8.0,13.0
0.06666666666666667,-0.4666666666666667,15,11.736701282881162,0.10483072312971763,33.31247393142162,9.569139735204939,25.368001271666486,40.286807653575025,11.160132484868655,0.29132864990953566,33.15877185745837,9.790290723876684,24.279074080452574,1.0,-7.0
0.0,0.3333333333333333,15,3.2521911736605285,0.16653660557261954,37.55906984362307,2.5701163531598463,104.58258818047753,26.970604099244877,11.07144099853002,0.1205828079227778,38.915744524734706,2.904252297318981,90.54117009754884,0.0,5.0
0.6,1.0,15,-13.674355632015983,0.2694672649582648,-19.702364423797043,-7.765227757153236,412.41198975884873,15.756795083904514,2.303290396291891,-0.8678386409926895,-19.921619892767815,-7.745330575998739,403.5776941376213,9.0,15.0
-0.4,-0.3333333333333333,15,-74.3674827415964,0.15289044479378194,51.452827041086856,-19.265114022634716,20.725482643233498,171.52010265183918,154.98370944936693,-0.43357881433030365,49.943631604340084,-23.174214065500397,13.362303133327377,-6.0,-5.0
0.8,0.06666666666666667,15,4.186660674111399,0.29682912298991965,19.050718882460288,2.8706153460306085,53.756818401077254,59.12178539757612,26.473282949866988,0.07081417866455442,18.227450401859674,4.827559912555215,47.24864001062798,12.0,1.0
-0.6666666666666666,0.3333333333333333,15,-13.553678702479624,0.16417615320283677,19.69632977105371,-5.315543540806627,230.28404198502662,15.38175805583327,0.7594138874809538,-0.8811527689671093,19.613271061603843,-5.304057725520508,230.02565509711434,-10.0,5.0
-0.5333333333333333,0.7333333333333333,15,-11.16927979364331,0.170698625335068,10.346587815015512,-5.136162348050805,286.8494115100528,15.285441345051586,0.8523776709994927,-0.7307135948193726,10.318250483382934,-5.141966171405726,285.87337197573146,-8.0,11.0
-0.4666666666666667,-0.26666666666666666,15,-68.03277503266658,0.2385362981785413,48.12708111826,-16.99930605557146,34.0507096380867,146.43923865300147,185.51403884003227,-0.46458022903188695,46.73224795419951,-24.009327412942426,16.815768911002696,-7.0,-4.0
0.0,0.8666666666666667,15,-6.5737388569598085,0.2240077843670822,4.465868664776251,-3.2802851791886747,259.68715290949405,16.038893344025663,2.1773076362228685,-0.40986237117216473,4.365070301156495,-3.2256356146876892,257.40931821745073,0.0,13.0
0.9333333333333333,-0.06666666666666667,15,-2.5692802477742114,0.21495350463359605,15.515088605524607,-0.9914114980098084,40.89038732718186,28.823029254935868,12.159296489774883,-0.08913984109890978,14.429153961636384,-0.24455407088185274,39.36522307779924,14.0,-1.0
